chain	queries	query_count	best_query	identity_percentage	alignment_length	query_start	query_end	subject_start	subject_end	e_value	bit_score	positives_percentage
Q0CBS0.2	GCA_000008085.1|NEQ088|AAR38943.1,GCA_025839675.1|NEF87_004011|UYP47726.1,GCF_000006805.1|VNG_RS05300|WP_010902986.1,GCF_000007005.1|SSO_RS00880|WP_014511501.1,GCF_000019605.1|KCR_RS07330|WP_012310045.1	5	GCF_000007005.1|SSO_RS00880|WP_014511501.1	38.279	337	23	351	28	349	2.14e-67	220	59.05
A9S0B8.1	GCA_000008085.1|NEQ088|AAR38943.1,GCA_025839675.1|NEF87_004011|UYP47726.1,GCF_000006805.1|VNG_RS05300|WP_010902986.1,GCF_000007005.1|SSO_RS00880|WP_014511501.1,GCF_000019605.1|KCR_RS07330|WP_012310045.1	5	GCF_000007005.1|SSO_RS00880|WP_014511501.1	36.827	353	5	351	10	346	2.35e-67	219	56.94
C5GPA7.2	GCA_000008085.1|NEQ088|AAR38943.1,GCA_025839675.1|NEF87_004011|UYP47726.1,GCF_000007005.1|SSO_RS00880|WP_014511501.1,GCF_000019605.1|KCR_RS07330|WP_012310045.1	4	GCA_000008085.1|NEQ088|AAR38943.1	37.685	337	17	337	22	349	4.48e-67	218	55.19
Q54NU0.1	GCA_000008085.1|NEQ088|AAR38943.1,GCA_025839675.1|NEF87_004011|UYP47726.1,GCF_000007005.1|SSO_RS00880|WP_014511501.1,GCF_000019605.1|KCR_RS07330|WP_012310045.1	4	GCF_000007005.1|SSO_RS00880|WP_014511501.1	36.212	359	1	350	1	345	7.45e-67	218	59.05
B0EN90.1	GCA_000008085.1|NEQ088|AAR38943.1,GCA_025839675.1|NEF87_004011|UYP47726.1,GCF_000006805.1|VNG_RS05300|WP_010902986.1,GCF_000007005.1|SSO_RS00880|WP_014511501.1,GCF_000019605.1|KCR_RS07330|WP_012310045.1	5	GCF_000007005.1|SSO_RS00880|WP_014511501.1	36.765	340	14	351	19	344	1.35e-66	217	58.24
C4M6G8.1	GCA_000008085.1|NEQ088|AAR38943.1,GCA_025839675.1|NEF87_004011|UYP47726.1,GCF_000006805.1|VNG_RS05300|WP_010902986.1,GCF_000007005.1|SSO_RS00880|WP_014511501.1,GCF_000019605.1|KCR_RS07330|WP_012310045.1	5	GCF_000007005.1|SSO_RS00880|WP_014511501.1	36.765	340	14	351	19	344	1.81e-66	217	57.94
B6JYI7.1	GCA_000008085.1|NEQ088|AAR38943.1,GCA_025839675.1|NEF87_004011|UYP47726.1,GCF_000007005.1|SSO_RS00880|WP_014511501.1,GCF_000019605.1|KCR_RS07330|WP_012310045.1	4	GCF_000007005.1|SSO_RS00880|WP_014511501.1	38.286	350	5	351	10	345	2.82e-66	216	57.43
B6AFP1.1	GCA_000008085.1|NEQ088|AAR38943.1,GCA_025839675.1|NEF87_004011|UYP47726.1,GCF_000006805.1|VNG_RS05300|WP_010902986.1,GCF_000007005.1|SSO_RS00880|WP_014511501.1,GCF_000019605.1|KCR_RS07330|WP_012310045.1	5	GCF_000007005.1|SSO_RS00880|WP_014511501.1	36.628	344	14	351	19	356	8.37e-65	215	59.3
B2VTT3.2	GCA_000008085.1|NEQ088|AAR38943.1,GCA_025839675.1|NEF87_004011|UYP47726.1,GCF_000006805.1|VNG_RS05300|WP_010902986.1,GCF_000007005.1|SSO_RS00880|WP_014511501.1,GCF_000019605.1|KCR_RS07330|WP_012310045.1	5	GCA_000008085.1|NEQ088|AAR38943.1	36.55	342	14	337	19	349	2.12e-65	214	55.56
B8NV37.1	GCA_000008085.1|NEQ088|AAR38943.1,GCA_025839675.1|NEF87_004011|UYP47726.1,GCF_000006805.1|VNG_RS05300|WP_010902986.1,GCF_000007005.1|SSO_RS00880|WP_014511501.1,GCF_000019605.1|KCR_RS07330|WP_012310045.1	5	GCA_000008085.1|NEQ088|AAR38943.1	36.873	339	17	337	22	349	1.51e-65	214	55.16
B7G7Y7.1	GCA_000008085.1|NEQ088|AAR38943.1,GCA_025839675.1|NEF87_004011|UYP47726.1,GCF_000006805.1|VNG_RS05300|WP_010902986.1,GCF_000007005.1|SSO_RS00880|WP_014511501.1,GCF_000019605.1|KCR_RS07330|WP_012310045.1	5	GCF_000007005.1|SSO_RS00880|WP_014511501.1	34.772	394	5	351	10	387	1.56e-64	213	52.79
A1D8A4.1	GCA_000008085.1|NEQ088|AAR38943.1,GCA_025839675.1|NEF87_004011|UYP47726.1,GCF_000006805.1|VNG_RS05300|WP_010902986.1,GCF_000007005.1|SSO_RS00880|WP_014511501.1,GCF_000019605.1|KCR_RS07330|WP_012310045.1	5	GCA_000008085.1|NEQ088|AAR38943.1	36.283	339	17	337	22	349	2.47e-64	211	54.87
A3FPN7.1	GCA_000008085.1|NEQ088|AAR38943.1,GCA_025839675.1|NEF87_004011|UYP47726.1,GCF_000006805.1|VNG_RS05300|WP_010902986.1,GCF_000007005.1|SSO_RS00880|WP_014511501.1,GCF_000019605.1|KCR_RS07330|WP_012310045.1	5	GCF_000007005.1|SSO_RS00880|WP_014511501.1	37.465	355	5	351	10	359	3.01e-63	211	57.46
Q0UZR3.3	GCA_000008085.1|NEQ088|AAR38943.1,GCA_025839675.1|NEF87_004011|UYP47726.1,GCF_000006805.1|VNG_RS05300|WP_010902986.1,GCF_000007005.1|SSO_RS00880|WP_014511501.1,GCF_000019605.1|KCR_RS07330|WP_012310045.1	5	GCF_000007005.1|SSO_RS00880|WP_014511501.1	38.462	338	23	351	28	350	2.97e-64	211	59.17
Q4P1V1.1	GCA_000008085.1|NEQ088|AAR38943.1,GCA_025839675.1|NEF87_004011|UYP47726.1,GCF_000006805.1|VNG_RS05300|WP_010902986.1,GCF_000007005.1|SSO_RS00880|WP_014511501.1,GCF_000019605.1|KCR_RS07330|WP_012310045.1	5	GCA_000008085.1|NEQ088|AAR38943.1	36.578	339	14	337	19	348	2.07e-64	211	57.23
A1CJ75.2	GCA_000008085.1|NEQ088|AAR38943.1,GCA_025839675.1|NEF87_004011|UYP47726.1,GCF_000006805.1|VNG_RS05300|WP_010902986.1,GCF_000007005.1|SSO_RS00880|WP_014511501.1,GCF_000019605.1|KCR_RS07330|WP_012310045.1	5	GCA_000008085.1|NEQ088|AAR38943.1	36.257	342	14	337	19	349	6.75e-64	210	54.09
A4S1G4.1	GCA_000008085.1|NEQ088|AAR38943.1,GCA_025839675.1|NEF87_004011|UYP47726.1,GCF_000006805.1|VNG_RS05300|WP_010902986.1,GCF_000007005.1|SSO_RS00880|WP_014511501.1,GCF_000019605.1|KCR_RS07330|WP_012310045.1	5	GCF_000007005.1|SSO_RS00880|WP_014511501.1	39.474	342	14	351	19	346	9.92e-64	210	55.85
B0XZ33.2	GCA_000008085.1|NEQ088|AAR38943.1,GCA_025839675.1|NEF87_004011|UYP47726.1,GCF_000006805.1|VNG_RS05300|WP_010902986.1,GCF_000007005.1|SSO_RS00880|WP_014511501.1,GCF_000019605.1|KCR_RS07330|WP_012310045.1	5	GCA_000008085.1|NEQ088|AAR38943.1	36.283	339	17	337	22	349	6.61e-64	210	54.87
Q4WWJ1.2	GCA_000008085.1|NEQ088|AAR38943.1,GCA_025839675.1|NEF87_004011|UYP47726.1,GCF_000006805.1|VNG_RS05300|WP_010902986.1,GCF_000007005.1|SSO_RS00880|WP_014511501.1,GCF_000019605.1|KCR_RS07330|WP_012310045.1	5	GCA_000008085.1|NEQ088|AAR38943.1	36.283	339	17	337	22	349	6.98e-64	210	54.87
B0DSN9.1	GCA_000008085.1|NEQ088|AAR38943.1,GCA_025839675.1|NEF87_004011|UYP47726.1,GCF_000006805.1|VNG_RS05300|WP_010902986.1,GCF_000007005.1|SSO_RS00880|WP_014511501.1,GCF_000019605.1|KCR_RS07330|WP_012310045.1	5	GCA_000008085.1|NEQ088|AAR38943.1	36.765	340	14	337	19	349	1.21e-62	207	57.06
B6HEM2.1	GCA_000008085.1|NEQ088|AAR38943.1,GCA_025839675.1|NEF87_004011|UYP47726.1,GCF_000006805.1|VNG_RS05300|WP_010902986.1,GCF_000007005.1|SSO_RS00880|WP_014511501.1,GCF_000019605.1|KCR_RS07330|WP_012310045.1	5	GCA_000008085.1|NEQ088|AAR38943.1	36.578	339	17	337	22	349	1.19e-62	207	53.39
B8AMS4.1	GCA_000008085.1|NEQ088|AAR38943.1,GCA_025839675.1|NEF87_004011|UYP47726.1,GCF_000007005.1|SSO_RS00880|WP_014511501.1,GCF_000019605.1|KCR_RS07330|WP_012310045.1	4	GCF_000007005.1|SSO_RS00880|WP_014511501.1	35.647	317	20	334	25	331	5.15e-61	204	58.68
Q013G9.2	GCA_000008085.1|NEQ088|AAR38943.1,GCA_025839675.1|NEF87_004011|UYP47726.1,GCF_000006805.1|VNG_RS05300|WP_010902986.1,GCF_000007005.1|SSO_RS00880|WP_014511501.1,GCF_000019605.1|KCR_RS07330|WP_012310045.1	5	GCF_000007005.1|SSO_RS00880|WP_014511501.1	38.953	344	14	351	19	346	2.22e-61	204	54.65
Q4UFP0.1	GCA_000008085.1|NEQ088|AAR38943.1,GCA_025839675.1|NEF87_004011|UYP47726.1,GCF_000006805.1|VNG_RS05300|WP_010902986.1,GCF_000007005.1|SSO_RS00880|WP_014511501.1,GCF_000019605.1|KCR_RS07330|WP_012310045.1	5	GCA_000008085.1|NEQ088|AAR38943.1	36.176	340	5	337	10	338	4.3e-60	203	57.35
A8B672.1	GCA_000008085.1|NEQ088|AAR38943.1,GCA_025839675.1|NEF87_004011|UYP47726.1,GCF_000006805.1|VNG_RS05300|WP_010902986.1,GCF_000007005.1|SSO_RS00880|WP_014511501.1,GCF_000019605.1|KCR_RS07330|WP_012310045.1	5	GCF_000007005.1|SSO_RS00880|WP_014511501.1	36.336	333	24	351	29	345	7.91e-61	202	56.76
C5FZT5.1	GCA_000008085.1|NEQ088|AAR38943.1,GCA_025839675.1|NEF87_004011|UYP47726.1,GCF_000006805.1|VNG_RS05300|WP_010902986.1,GCF_000007005.1|SSO_RS00880|WP_014511501.1,GCF_000019605.1|KCR_RS07330|WP_012310045.1	5	GCF_000007005.1|SSO_RS00880|WP_014511501.1	38.279	337	23	351	28	348	1.82e-59	199	56.38
Q4N3S6.1	GCA_000008085.1|NEQ088|AAR38943.1,GCA_025839675.1|NEF87_004011|UYP47726.1,GCF_000006805.1|VNG_RS05300|WP_010902986.1,GCF_000007005.1|SSO_RS00880|WP_014511501.1,GCF_000019605.1|KCR_RS07330|WP_012310045.1	5	GCA_000008085.1|NEQ088|AAR38943.1	35.938	320	27	339	32	340	4.47e-58	197	56.56
A0CXT3.1	GCA_000008085.1|NEQ088|AAR38943.1,GCA_025839675.1|NEF87_004011|UYP47726.1,GCF_000006805.1|VNG_RS05300|WP_010902986.1,GCF_000007005.1|SSO_RS00880|WP_014511501.1,GCF_000019605.1|KCR_RS07330|WP_012310045.1	5	GCF_000007005.1|SSO_RS00880|WP_014511501.1	36.62	355	14	351	19	356	2.96e-58	196	54.93
A4VDN2.1	GCA_000008085.1|NEQ088|AAR38943.1,GCA_025839675.1|NEF87_004011|UYP47726.1,GCF_000006805.1|VNG_RS05300|WP_010902986.1,GCF_000007005.1|SSO_RS00880|WP_014511501.1,GCF_000019605.1|KCR_RS07330|WP_012310045.1	5	GCF_000007005.1|SSO_RS00880|WP_014511501.1	35.405	370	1	351	1	354	1.97e-57	194	55.41
A0CYG2.1	GCA_000008085.1|NEQ088|AAR38943.1,GCA_025839675.1|NEF87_004011|UYP47726.1,GCF_000006805.1|VNG_RS05300|WP_010902986.1,GCF_000007005.1|SSO_RS00880|WP_014511501.1,GCF_000019605.1|KCR_RS07330|WP_012310045.1	5	GCF_000007005.1|SSO_RS00880|WP_014511501.1	36.338	355	14	351	19	356	2.8e-57	193	53.8
P0CS60.1	GCA_000008085.1|NEQ088|AAR38943.1,GCA_025839675.1|NEF87_004011|UYP47726.1,GCF_000006805.1|VNG_RS05300|WP_010902986.1,GCF_000007005.1|SSO_RS00880|WP_014511501.1,GCF_000019605.1|KCR_RS07330|WP_012310045.1	5	GCA_000008085.1|NEQ088|AAR38943.1	40	265	5	268	10	265	1.36e-56	193	60
B8C6S5.1	GCA_000008085.1|NEQ088|AAR38943.1,GCA_025839675.1|NEF87_004011|UYP47726.1,GCF_000007005.1|SSO_RS00880|WP_014511501.1,GCF_000019605.1|KCR_RS07330|WP_012310045.1	4	GCF_000007005.1|SSO_RS00880|WP_014511501.1	37.088	364	1	351	1	351	3.03e-56	191	57.42
C5WU23.2	GCA_000008085.1|NEQ088|AAR38943.1,GCA_025839675.1|NEF87_004011|UYP47726.1,GCF_000007005.1|SSO_RS00880|WP_014511501.1,GCF_000019605.1|KCR_RS07330|WP_012310045.1	4	GCF_000007005.1|SSO_RS00880|WP_014511501.1	31.395	344	20	334	25	358	8.31e-56	191	54.94
Q8SS91.1	GCA_000008085.1|NEQ088|AAR38943.1,GCA_025839675.1|NEF87_004011|UYP47726.1,GCF_000006805.1|VNG_RS05300|WP_010902986.1,GCF_000007005.1|SSO_RS00880|WP_014511501.1,GCF_000019605.1|KCR_RS07330|WP_012310045.1	5	GCA_000008085.1|NEQ088|AAR38943.1	35.385	325	24	337	29	341	1.27e-54	185	52.92
A7AX58.1	GCA_000008085.1|NEQ088|AAR38943.1,GCA_025839675.1|NEF87_004011|UYP47726.1,GCF_000006805.1|VNG_RS05300|WP_010902986.1,GCF_000007005.1|SSO_RS00880|WP_014511501.1,GCF_000019605.1|KCR_RS07330|WP_012310045.1	5	GCF_000007005.1|SSO_RS00880|WP_014511501.1	36.858	331	5	334	10	322	1.98e-51	184	55.89
B7XHS8.1	GCA_000008085.1|NEQ088|AAR38943.1,GCA_025839675.1|NEF87_004011|UYP47726.1,GCF_000007005.1|SSO_RS00880|WP_014511501.1,GCF_000019605.1|KCR_RS07330|WP_012310045.1	4	GCF_000007005.1|SSO_RS00880|WP_014511501.1	34.551	356	14	351	21	354	3.66e-54	184	53.09
A8NQC2.3	GCA_000008085.1|NEQ088|AAR38943.1,GCA_025839675.1|NEF87_004011|UYP47726.1,GCF_000007005.1|SSO_RS00880|WP_014511501.1,GCF_000019605.1|KCR_RS07330|WP_012310045.1	4	GCF_000007005.1|SSO_RS00880|WP_014511501.1	41.569	255	14	268	19	263	1.48e-52	183	61.96
Q76F73.1	GCA_000008085.1|NEQ088|AAR38943.1,GCA_025839675.1|NEF87_004011|UYP47726.1,GCF_000007005.1|SSO_RS00880|WP_014511501.1,GCF_000019605.1|KCR_RS07330|WP_012310045.1	4	GCF_000007005.1|SSO_RS00880|WP_014511501.1	41.176	255	14	268	19	263	9.81e-52	181	61.57
B0E412.1	GCA_000008085.1|NEQ088|AAR38943.1,GCA_025839675.1|NEF87_004011|UYP47726.1,GCF_000006805.1|VNG_RS05300|WP_010902986.1,GCF_000007005.1|SSO_RS00880|WP_014511501.1,GCF_000019605.1|KCR_RS07330|WP_012310045.1	5	GCF_000007005.1|SSO_RS00880|WP_014511501.1	39.13	253	21	268	24	266	7.95e-46	165	62.85
B0UXL7.1	GCA_000008085.1|NEQ088|AAR38943.1,GCA_025839675.1|NEF87_004011|UYP47726.1,GCF_000007005.1|SSO_RS00880|WP_014511501.1	3	GCF_000007005.1|SSO_RS00880|WP_014511501.1	31.487	343	23	351	28	325	4.01e-39	145	49.85
Q5UQW7.1	GCA_000008085.1|NEQ088|AAR38943.1,GCA_025839675.1|NEF87_004011|UYP47726.1,GCF_000007005.1|SSO_RS00880|WP_014511501.1,GCF_000019605.1|KCR_RS07330|WP_012310045.1	4	GCA_000008085.1|NEQ088|AAR38943.1	31.034	261	18	271	46	272	1.12e-30	124	50.19
Q17RS7.2	GCF_000007005.1|SSO_RS00880|WP_014511501.1	1	GCF_000007005.1|SSO_RS00880|WP_014511501.1	28.788	264	1	257	1	227	3.27e-26	113	49.24
Q8W5R1.1	GCA_000008085.1|NEQ088|AAR38943.1,GCA_025839675.1|NEF87_004011|UYP47726.1,GCF_000006805.1|VNG_RS05300|WP_010902986.1,GCF_000007005.1|SSO_RS00880|WP_014511501.1	4	GCA_000008085.1|NEQ088|AAR38943.1	31.538	260	1	259	1	239	8.2e-26	111	50.77
Q64MA3.1	GCA_025839675.1|NEF87_004011|UYP47726.1,GCF_000006805.1|VNG_RS05300|WP_010902986.1,GCF_000007005.1|SSO_RS00880|WP_014511501.1,GCF_000019605.1|KCR_RS07330|WP_012310045.1	4	GCF_000007005.1|SSO_RS00880|WP_014511501.1	28.179	291	1	283	3	272	1.2e-23	105	46.39
Q9LPD2.3	GCA_025839675.1|NEF87_004011|UYP47726.1,GCF_000007005.1|SSO_RS00880|WP_014511501.1,GCF_000019605.1|KCR_RS07330|WP_012310045.1	3	GCF_000007005.1|SSO_RS00880|WP_014511501.1	27.969	261	1	259	3	234	9.88e-23	102	47.51
Q9M2Z3.2	GCA_000008085.1|NEQ088|AAR38943.1	1	GCA_000008085.1|NEQ088|AAR38943.1	27.099	262	1	261	1	239	6.66e-21	97.1	48.85
Q29FC1.1	GCA_025839675.1|NEF87_004011|UYP47726.1	1	GCA_025839675.1|NEF87_004011|UYP47726.1	28.287	251	1	239	1	225	2.37e-18	89.7	46.61
Q24558.1	GCA_000008085.1|NEQ088|AAR38943.1,GCA_025839675.1|NEF87_004011|UYP47726.1,GCF_000007005.1|SSO_RS00880|WP_014511501.1	3	GCA_025839675.1|NEF87_004011|UYP47726.1	27.451	255	1	253	1	243	3.44e-18	89.4	46.27
Q9VRJ0.1	GCA_025839675.1|NEF87_004011|UYP47726.1	1	GCA_025839675.1|NEF87_004011|UYP47726.1	26.23	244	1	239	1	226	1.4e-17	87.4	46.72
Q54ED2.1	GCA_000008085.1|NEQ088|AAR38943.1	1	GCA_000008085.1|NEQ088|AAR38943.1	27.076	277	1	268	1	259	6.63e-17	85.1	49.1
Q8L6Z7.2	GCA_000008085.1|NEQ088|AAR38943.1,GCA_025839675.1|NEF87_004011|UYP47726.1,GCF_000006805.1|VNG_RS05300|WP_010902986.1	3	GCA_000008085.1|NEQ088|AAR38943.1	25.094	267	5	268	10	257	2.99e-16	83.2	45.69
P53695.1	GCA_000008085.1|NEQ088|AAR38943.1	1	GCA_000008085.1|NEQ088|AAR38943.1	25.275	273	1	269	1	257	3.31e-16	82.8	48.72
Q9QZ11.2	GCA_000008085.1|NEQ088|AAR38943.1,GCF_000007005.1|SSO_RS00880|WP_014511501.1	2	GCF_000007005.1|SSO_RS00880|WP_014511501.1	27.203	261	1	257	1	243	7.12e-16	82.4	48.28
Q9W6K2.1	GCA_000008085.1|NEQ088|AAR38943.1,GCF_000007005.1|SSO_RS00880|WP_014511501.1	2	GCF_000007005.1|SSO_RS00880|WP_014511501.1	28.839	267	1	257	1	243	1.24e-15	81.6	46.44
Q9UQ84.2	GCA_000008085.1|NEQ088|AAR38943.1,GCF_000007005.1|SSO_RS00880|WP_014511501.1	2	GCF_000007005.1|SSO_RS00880|WP_014511501.1	27.203	261	1	257	1	243	1.51e-15	81.3	47.89
P07276.2	GCA_000008085.1|NEQ088|AAR38943.1,GCA_025839675.1|NEF87_004011|UYP47726.1,GCF_000006805.1|VNG_RS05300|WP_010902986.1,GCF_000007005.1|SSO_RS00880|WP_014511501.1,GCF_000019605.1|KCR_RS07330|WP_012310045.1	5	GCA_000008085.1|NEQ088|AAR38943.1	33.099	142	132	273	771	898	3.33e-15	80.1	54.93
Q803U7.1	GCA_000008085.1|NEQ088|AAR38943.1,GCF_000007005.1|SSO_RS00880|WP_014511501.1	2	GCF_000007005.1|SSO_RS00880|WP_014511501.1	28.302	265	1	257	1	243	6.51e-15	79.3	47.55
Q9ATY5.1	GCA_000008085.1|NEQ088|AAR38943.1	1	GCA_000008085.1|NEQ088|AAR38943.1	34.043	141	117	257	910	1038	3.58e-14	77	53.19
Q60GC1.1	GCA_000008085.1|NEQ088|AAR38943.1,GCF_000006805.1|VNG_RS05300|WP_010902986.1	2	GCA_000008085.1|NEQ088|AAR38943.1	25.283	265	5	268	10	257	1.02e-13	75.5	46.79
P28706.2	GCA_000008085.1|NEQ088|AAR38943.1,GCA_025839675.1|NEF87_004011|UYP47726.1	2	GCA_000008085.1|NEQ088|AAR38943.1	39.604	101	1	99	1	95	4.81e-12	70.5	62.38
P28715.3	GCA_000008085.1|NEQ088|AAR38943.1	1	GCA_000008085.1|NEQ088|AAR38943.1	33.75	160	100	257	734	881	9.45e-12	69.7	48.12
P35689.4	GCA_000008085.1|NEQ088|AAR38943.1	1	GCA_000008085.1|NEQ088|AAR38943.1	28.512	242	132	337	767	996	5.47e-11	67.4	44.63
Q6GZN0.1	GCF_000006805.1|VNG_RS05300|WP_010902986.1	1	GCF_000006805.1|VNG_RS05300|WP_010902986.1	22.977	309	6	270	10	301	2.69e-10	64.3	37.54
P14629.1	GCA_000008085.1|NEQ088|AAR38943.1,GCF_000007005.1|SSO_RS00880|WP_014511501.1	2	GCA_000008085.1|NEQ088|AAR38943.1	32.54	126	132	257	801	914	6.93e-10	63.9	49.21
P40028.2	GCA_000008085.1|NEQ088|AAR38943.1,GCF_000019605.1|KCR_RS07330|WP_012310045.1	2	GCA_000008085.1|NEQ088|AAR38943.1	27.632	228	65	269	102	319	1.81e-09	62.4	45.18
O67550.1	GCF_000007005.1|SSO_RS00880|WP_014511501.1	1	GCF_000007005.1|SSO_RS00880|WP_014511501.1	26.482	253	28	270	7	214	1.35e-05	49.7	44.27
J9VT48.1	GCA_025839675.1|NEF87_004011|UYP47726.1	1	GCA_025839675.1|NEF87_004011|UYP47726.1	24.126	286	11	273	11	272	4.75e-05	48.9	39.51
P54161.1	GCA_025839675.1|NEF87_004011|UYP47726.1	1	GCA_025839675.1|NEF87_004011|UYP47726.1	50	42	226	265	180	221	0.000268	45.8	71.43
C5BHA5.1	GCA_025839675.1|NEF87_004011|UYP47726.1	1	GCA_025839675.1|NEF87_004011|UYP47726.1	31.818	66	209	272	148	213	0.036	38.9	54.55
