sequence_id	protein_id	gene_id	assembly_id	organism	taxid	cog_id	protein_length	cog_footprint	cog_footprint_length	membership_class	membership_description	bit_score	e_value	cog_profile_length	profile_footprint	protein_coverage	profile_coverage	length_outlier	x_fraction	qc_flags	qc_status
GCF_000223215.1|BINT_RS04025|WP_041177238.1	WP_041177238.1	BINT_RS04025	GCF_000223215.1	Brachyspira intermedia PWS/A	1045858	COG0258	921	1-312	312	1	most of COG profile + part of protein	245.0	2.3e-74	310	10-307	0.3388	0.9613	false	0.0000		keep
GCF_000014185.1|RXYL_RS10170|WP_041328245.1	WP_041328245.1	RXYL_RS10170	GCF_000014185.1	Rubrobacter xylanophilus DSM 9941	266117	COG0258	832	1-316	316	1	most of COG profile + part of protein	256.0	7.05e-79	310	12-297	0.3798	0.9226	false	0.0000		keep
GCF_000019225.1|CJA_RS16765|WP_041551709.1	WP_041551709.1	CJA_RS16765	GCF_000019225.1	Cellvibrio japonicus Ueda107	498211	COG0258	918	1-312	312	1	most of COG profile + part of protein	284.0	8.03e-89	310	5-303	0.3399	0.9645	false	0.0000		keep
GCF_000829235.1|ETSB_RS06700|WP_044107054.1	WP_044107054.1	ETSB_RS06700	GCF_000829235.1	cyanobacterium endosymbiont of Epithemia turgida isolate EtSB Lake Yunoko	1228987	COG0258	974	1-333	333	1	most of COG profile + part of protein	233.0	1.54e-69	310	4-301	0.3419	0.9613	false	0.0000		keep
GCF_000281175.1|CLDAP_RS11210|WP_044276446.1	WP_044276446.1	CLDAP_RS11210	GCF_000281175.1	Caldilinea aerophila DSM 14535 = NBRC 104270	926550	COG0258	935	1-310	310	1	most of COG profile + part of protein	275.0	2.96e-85	310	10-310	0.3316	0.9710	false	0.0000		keep
GCF_000812185.1|T478_RS04075|WP_048105421.1	WP_048105421.1	T478_RS04075	GCF_000812185.1	Candidatus Nitrosopelagicus brevis	1410606	COG0258	340	1-340	340	0	most of protein + most of COG profile	140.0	4.16e-39	310	1-309	1.0000	0.9968	false	0.0000		keep
GCF_000800805.1|Mpt1_RS01905|WP_048111608.1	WP_048111608.1	Mpt1_RS01905	GCF_000800805.1	Candidatus Methanoplasma termitum	1577791	COG0258	342	1-342	342	0	most of protein + most of COG profile	158.0	9.45e-46	310	1-309	1.0000	0.9968	false	0.0000		keep
GCF_000204415.1|MCON_RS14380|WP_048132635.1	WP_048132635.1	MCON_RS14380	GCF_000204415.1	Methanothrix soehngenii GP6	990316	COG0258	336	1-336	336	0	most of protein + most of COG profile	169.0	3.98e-50	310	1-309	1.0000	0.9968	false	0.0000		keep
GCF_000955905.1|SU86_RS05715|WP_048188102.1	WP_048188102.1	SU86_RS05715	GCF_000955905.1	Candidatus Nitrosotenuis cloacae	1603555	COG0258	341	1-341	341	0	most of protein + most of COG profile	157.0	3.47e-45	310	1-295	1.0000	0.9516	false	0.0000		keep
GCF_000018105.1|AM1_RS09635|WP_049783717.1	WP_049783717.1	AM1_RS09635	GCF_000018105.1	Acaryochloris marina MBIC11017	329726	COG0258	983	1-348	348	1	most of COG profile + part of protein	254.0	3.22e-77	310	8-302	0.3540	0.9516	false	0.0000		keep
GCF_001027545.1|Epro_RS03450|WP_052570598.1	WP_052570598.1	Epro_RS03450	GCF_001027545.1	Endomicrobium proavitum	1408281	COG0258	907	1-301	301	1	most of COG profile + part of protein	248.0	2.74e-75	310	10-307	0.3319	0.9613	false	0.0000		keep
GCF_001017655.1|L21SP4_RS02955|WP_052881260.1	WP_052881260.1	L21SP4_RS02955	GCF_001017655.1	Kiritimatiella glycovorans	1307763	COG0258	923	1-313	313	1	most of COG profile + part of protein	265.0	1.35e-81	310	11-305	0.3391	0.9516	false	0.0000		keep
GCF_001278055.1|DSOUD_RS02840|WP_053549579.1	WP_053549579.1	DSOUD_RS02840	GCF_001278055.1	Desulfuromonas soudanensis	1603606	COG0258	890	1-293	293	1	most of COG profile + part of protein	285.0	2e-89	310	6-308	0.3292	0.9774	false	0.0000		keep
GCF_001305575.3|AL038_RS13415|WP_062153616.1	WP_062153616.1	AL038_RS13415	GCF_001305575.3	Beggiatoa leptomitoformis	288004	COG0258	898	1-296	296	1	most of COG profile + part of protein	284.0	6.65e-89	310	7-302	0.3296	0.9548	false	0.0000		keep
GCF_001577525.1|HS1_RS11955|WP_066065875.1	WP_066065875.1	HS1_RS11955	GCF_001577525.1	Candidatus Desulfofervidus auxilii	1621989	COG0258	890	1-291	291	1	most of COG profile + part of protein	253.0	2.72e-77	310	11-302	0.3270	0.9419	false	0.0000		keep
GCF_001579945.1|ACG33_RS00635|WP_066917897.1	WP_066917897.1	ACG33_RS00635	GCF_001579945.1	Steroidobacter denitrificans	465721	COG0258	292	1-292	292	0	most of protein + most of COG profile	203.0	1.03e-63	310	13-295	1.0000	0.9129	false	0.0000		keep
GCF_001579945.1|ACG33_RS14170|WP_066922147.1	WP_066922147.1	ACG33_RS14170	GCF_001579945.1	Steroidobacter denitrificans	465721	COG0258	928	1-310	310	1	most of COG profile + part of protein	275.0	1.75e-85	310	5-304	0.3341	0.9677	false	0.0000		keep
GCF_001544015.1|LIP_RS06905|WP_068136071.1	WP_068136071.1	LIP_RS06905	GCF_001544015.1	Limnochorda pilosa	1555112	COG0258	926	1-317	317	1	most of COG profile + part of protein	263.0	4.75e-81	310	13-298	0.3423	0.9226	false	0.0000		keep
GCF_001547735.1|AXH83_RS05105|WP_068549775.1	WP_068549775.1	AXH83_RS05105	GCF_001547735.1	Thermosulfidibacter takaii ABI70S6	1298851	COG0258	883	1-290	290	1	most of COG profile + part of protein	278.0	9.75e-87	310	8-310	0.3284	0.9774	false	0.0000		keep
GCF_001677435.1|BA177_RS00575|WP_068611789.1	WP_068611789.1	BA177_RS00575	GCF_001677435.1	Woeseia oceani	1548547	COG0258	294	1-294	294	0	most of protein + most of COG profile	209.0	5.47e-66	310	14-261	1.0000	0.8000	false	0.0000		keep
GCF_001677435.1|BA177_RS02115|WP_068612324.1	WP_068612324.1	BA177_RS02115	GCF_001677435.1	Woeseia oceani	1548547	COG0258	900	1-296	296	1	most of COG profile + part of protein	271.0	4.65e-84	310	11-307	0.3289	0.9581	false	0.0000		keep
GCF_001697225.1|PG2T_RS01975|WP_068802586.1	WP_068802586.1	PG2T_RS01975	GCF_001697225.1	Immundisolibacter cernigliae	1810504	COG0258	914	1-303	303	1	most of COG profile + part of protein	288.0	3.18e-90	310	7-300	0.3315	0.9484	false	0.0000		keep
GCF_001870225.1|GlitD10_RS03480|WP_071453672.1	WP_071453672.1	GlitD10_RS03480	GCF_001870225.1	Gloeomargarita lithophora Alchichica-D10	1188229	COG0258	939	1-313	313	1	most of COG profile + part of protein	251.0	1.28e-76	310	8-300	0.3333	0.9452	false	0.0000		keep
GCF_900120375.1|BQ7385_RS04250|WP_072514400.1	WP_072514400.1	BQ7385_RS04250	GCF_900120375.1	Ndongobacter massiliensis	1871025	COG0258	888	1-301	301	1	most of COG profile + part of protein	255.0	4.69e-78	310	12-307	0.3390	0.9548	false	0.0000		keep
GCF_002117005.1|STSP1_RS11670|WP_085756503.1	WP_085756503.1	STSP1_RS11670	GCF_002117005.1	Sedimentisphaera salicampi	1941349	COG0258	917	1-307	307	1	most of COG profile + part of protein	248.0	2.54e-75	310	11-298	0.3348	0.9290	false	0.0000		keep
GCF_002214165.1|Mia14_RS03830|WP_088820332.1	WP_088820332.1	Mia14_RS03830	GCF_002214165.1	Candidatus Mancarchaeum acidiphilum	1920749	COG0258	349	1-349	349	0	most of protein + most of COG profile	156.0	1.12e-44	310	4-308	1.0000	0.9839	false	0.0000		keep
GCF_900066015.1|CFX0092_RS06065|WP_095042666.1	WP_095042666.1	CFX0092_RS06065	GCF_900066015.1	Candidatus Promineifilum breve	1806508	COG0258	932	1-304	304	1	most of COG profile + part of protein	253.0	5.33e-77	310	12-304	0.3262	0.9452	false	0.0000		keep
GCF_002356355.1|CFK21_RS01765|WP_096364147.1	WP_096364147.1	CFK21_RS01765	GCF_002356355.1	Thiohalobacter thiocyanaticus	585455	COG0258	902	1-298	298	1	most of COG profile + part of protein	302.0	8.72e-96	310	7-304	0.3304	0.9613	false	0.0000		keep
GCF_002355975.1|LEN_RS06255|WP_096377099.1	WP_096377099.1	LEN_RS06255	GCF_002355975.1	Lysobacter enzymogenes	69	COG0258	313	1-313	313	0	most of protein + most of COG profile	199.0	4.94e-62	310	3-297	1.0000	0.9516	false	0.0000		keep
GCF_002355975.1|LEN_RS22560|WP_096381843.1	WP_096381843.1	LEN_RS22560	GCF_002355975.1	Lysobacter enzymogenes	69	COG0258	921	1-304	304	1	most of COG profile + part of protein	273.0	7.43e-85	310	10-303	0.3301	0.9484	false	0.0000		keep
GCF_900232105.1|KSMBR1_RS09995|WP_099325203.1	WP_099325203.1	KSMBR1_RS09995	GCF_900232105.1	Candidatus Kuenenia stuttgartiensis	174633	COG0258	887	1-292	292	1	most of COG profile + part of protein	239.0	3.29e-72	310	12-308	0.3292	0.9581	false	0.0000		keep
GCF_006385135.1|FIV45_RS00135|WP_099474009.1	WP_099474009.1	FIV45_RS00135	GCF_006385135.1	Paremcibacter congregatus	2043170	COG0258	930	1-310	310	1	most of COG profile + part of protein	270.0	1.64e-83	310	12-307	0.3333	0.9548	false	0.0000		keep
GCF_002754935.1|BRW62_RS03630|WP_099798316.1	WP_099798316.1	BRW62_RS03630	GCF_002754935.1	Thermostichus lividus PCC 6715	1917166	COG0258	947	1-318	318	1	most of COG profile + part of protein	221.0	2e-65	310	8-300	0.3358	0.9452	false	0.0000		keep
GCF_002795805.1|Ga0123461_RS08245|WP_100277896.1	WP_100277896.1	Ga0123461_RS08245	GCF_002795805.1	Mariprofundus aestuarium	1921086	COG0258	915	1-301	301	1	most of COG profile + part of protein	271.0	6.2e-84	310	10-301	0.3290	0.9419	false	0.0000		keep
GCF_002872415.1|C0V70_RS01400|WP_102242074.1	WP_102242074.1	C0V70_RS01400	GCF_002872415.1	Bacteriovorax stolpii	960	COG0258	886	1-306	306	1	most of COG profile + part of protein	237.0	2.01e-71	310	8-301	0.3454	0.9484	false	0.0000		keep
GCF_002906215.1|CRG89_RS06960|WP_103287556.1	WP_103287556.1	CRG89_RS06960	GCF_002906215.1	Candidatus Nitrosocaldus islandicus	2045011	COG0258	345	1-345	345	0	most of protein + most of COG profile	164.0	4.68e-48	310	1-309	1.0000	0.9968	false	0.0000		keep
GCF_011046555.1|G6N79_RS04080|WP_103905668.1	WP_103905668.1	G6N79_RS04080	GCF_011046555.1	Sphingobacterium lactis	797291	COG0258	936	1-316	316	1	most of COG profile + part of protein	246.0	2.06e-74	310	10-297	0.3376	0.9290	false	0.0000		keep
GCF_002952055.1|CAY53_RS11165|WP_104937160.1	WP_104937160.1	CAY53_RS11165	GCF_002952055.1	Desulfobulbus oralis	1986146	COG0258	892	1-291	291	1	most of COG profile + part of protein	255.0	3.05e-78	310	10-310	0.3262	0.9710	false	0.0000		keep
GCF_003177035.1|SALB1_RS04710|WP_109992804.1	WP_109992804.1	SALB1_RS04710	GCF_003177035.1	Salinisphaera sp. LB1	2183911	COG0258	292	1-292	292	0	most of protein + most of COG profile	201.0	4.04e-63	310	14-289	1.0000	0.8903	false	0.0000		keep
GCF_003177035.1|SALB1_RS06710|WP_109993164.1	WP_109993164.1	SALB1_RS06710	GCF_003177035.1	Salinisphaera sp. LB1	2183911	COG0258	901	1-297	297	1	most of COG profile + part of protein	262.0	1.1e-80	310	4-304	0.3296	0.9710	false	0.0000		keep
GCF_003184265.1|C4901_RS16970|WP_110138408.1	WP_110138408.1	C4901_RS16970	GCF_003184265.1	Acidiferrobacter sp. SPIII_3	1281578	COG0258	886	1-296	296	1	most of COG profile + part of protein	270.0	7.98e-84	310	3-303	0.3341	0.9710	false	0.0000		keep
GCF_001618865.1|LuPra_RS02470|WP_110169293.1	WP_110169293.1	LuPra_RS02470	GCF_001618865.1	Luteitalea pratensis	1855912	COG0258	893	1-294	294	1	most of COG profile + part of protein	251.0	9.74e-77	310	7-302	0.3292	0.9548	false	0.0000		keep
GCF_001618865.1|LuPra_RS10160|WP_110170640.1	WP_110170640.1	LuPra_RS10160	GCF_001618865.1	Luteitalea pratensis	1855912	COG0258	289	1-289	289	0	most of protein + most of COG profile	136.0	8.14e-38	310	15-286	1.0000	0.8774	false	0.0000		keep
GCF_003258315.1|DN745_RS17815|WP_111337031.1	WP_111337031.1	DN745_RS17815	GCF_003258315.1	Bradymonas sediminis	1548548	COG0258	940	1-317	317	1	most of COG profile + part of protein	246.0	1.96e-74	310	7-303	0.3372	0.9581	false	0.0000		keep
GCF_003344865.1|DVS28_RS02450|WP_114590041.1	WP_114590041.1	DVS28_RS02450	GCF_003344865.1	Euzebya pacifica	1608957	COG0258	357	1-357	357	1	most of COG profile + part of protein	156.0	8.08e-45	310	11-265	1.0000	0.8226	false	0.0000		keep
GCF_003344865.1|DVS28_RS11705|WP_114591610.1	WP_114591610.1	DVS28_RS11705	GCF_003344865.1	Euzebya pacifica	1608957	COG0258	922	1-308	308	1	most of COG profile + part of protein	234.0	2.69e-70	310	6-300	0.3341	0.9516	false	0.0000		keep
GCF_003344865.1|DVS28_RS13600|WP_114591929.1	WP_114591929.1	DVS28_RS13600	GCF_003344865.1	Euzebya pacifica	1608957	COG0258	301	1-301	301	0	most of protein + most of COG profile	120.0	5.99e-32	310	15-307	1.0000	0.9452	false	0.0000		keep
GCF_003344865.1|DVS28_RS14770|WP_114592138.1	WP_114592138.1	DVS28_RS14770	GCF_003344865.1	Euzebya pacifica	1608957	COG0258	285	1-285	285	0	most of protein + most of COG profile	183.0	5.24e-56	310	10-260	1.0000	0.8097	false	0.0000		keep
GCF_003353065.1|CYPRO_RS12310|WP_114984898.1	WP_114984898.1	CYPRO_RS12310	GCF_003353065.1	Cyclonatronum proteinivorum	1457365	COG0258	946	1-322	322	1	most of COG profile + part of protein	253.0	3.95e-77	310	6-306	0.3404	0.9710	false	0.0000		keep
GCF_003574135.1|RGRSB_RS07635|WP_119260525.1	WP_119260525.1	RGRSB_RS07635	GCF_003574135.1	cyanobacterium endosymbiont of Rhopalodia gibberula	1763363	COG0258	974	1-334	334	1	most of COG profile + part of protein	245.0	5.29e-74	310	4-302	0.3429	0.9645	false	0.0000		keep
GCF_003574215.1|HPTL_RS10150|WP_119335872.1	WP_119335872.1	HPTL_RS10150	GCF_003574215.1	Hydrogenophilus thermoluteolus	297	COG0258	972	1-292	292	1	most of COG profile + part of protein	270.0	2.9e-83	310	10-305	0.3004	0.9548	false	0.0000		keep
GCF_900465355.1|BARAN1_RS03860|WP_122031047.1	WP_122031047.1	BARAN1_RS03860	GCF_900465355.1	Candidatus Bipolaricaulis anaerobius	2026885	COG0258	904	1-307	307	1	most of COG profile + part of protein	244.0	8.19e-74	310	12-306	0.3396	0.9516	false	0.0000		keep
GCF_004001245.1|EP379_RS15870|WP_127478700.1	WP_127478700.1	EP379_RS15870	GCF_004001245.1	Sulfurivermis fontis	1972068	COG0258	907	1-300	300	1	most of COG profile + part of protein	292.0	5.04e-92	310	5-302	0.3308	0.9613	false	0.0000		keep
GCF_004102945.1|BU251_RS01265|WP_128699097.1	WP_128699097.1	BU251_RS01265	GCF_004102945.1	Candidatus Velamenicoccus archaeovorus	1930593	COG0258	858	1-293	293	1	most of COG profile + part of protein	240.0	8.41e-73	310	12-308	0.3415	0.9581	false	0.0000		keep
GCF_004208415.1|EPA93_RS40670|WP_129893019.1	WP_129893019.1	EPA93_RS40670	GCF_004208415.1	Ktedonosporobacter rubrisoli	2509675	COG0258	1032	1-303	303	1	most of COG profile + part of protein	261.0	7.98e-80	310	4-302	0.2936	0.9645	false	0.0000		keep
GCF_004347775.1|EPD17_RS02060|WP_132051341.1	WP_132051341.1	EPD17_RS02060	GCF_004347775.1	Pseudocnuella soli	2502779	COG0258	937	1-317	317	1	most of COG profile + part of protein	238.0	8.28e-72	310	10-304	0.3383	0.9516	false	0.0000		keep
GCF_005144635.2|E8A73_RS41800|WP_136924676.1	WP_136924676.1	E8A73_RS41800	GCF_005144635.2	Polyangium aurulentum	2567896	COG0258	300	1-300	300	0	most of protein + most of COG profile	160.0	4.63e-47	310	10-297	1.0000	0.9290	false	0.0000		keep
GCF_005144635.2|E8A73_RS12735|WP_136925453.1	WP_136925453.1	E8A73_RS12735	GCF_005144635.2	Polyangium aurulentum	2567896	COG0258	297	1-297	297	0	most of protein + most of COG profile	213.0	1.77e-67	310	11-302	1.0000	0.9419	false	0.0000		keep
GCF_005144635.2|E8A73_RS11605|WP_136925544.1	WP_136925544.1	E8A73_RS11605	GCF_005144635.2	Polyangium aurulentum	2567896	COG0258	898	1-304	304	1	most of COG profile + part of protein	241.0	5.51e-73	310	13-295	0.3385	0.9129	false	0.0000		keep
GCF_000024845.1|RMAR_RS06730|WP_144295436.1	WP_144295436.1	RMAR_RS06730	GCF_000024845.1	Rhodothermus marinus DSM 4252	518766	COG0258	945	1-335	335	1	most of COG profile + part of protein	266.0	7.11e-82	310	10-300	0.3545	0.9387	false	0.0000		keep
GCF_008000775.1|DSAG12_RS07565|WP_147662602.1	WP_147662602.1	DSAG12_RS07565	GCF_008000775.1	Candidatus Prometheoarchaeum syntrophicum	2594042	COG0258	349	1-349	349	0	most of protein + most of COG profile	142.0	9.5e-40	310	4-309	1.0000	0.9871	false	0.0000		keep
GCF_008000775.1|DSAG12_RS10630|WP_147663198.1	WP_147663198.1	DSAG12_RS10630	GCF_008000775.1	Candidatus Prometheoarchaeum syntrophicum	2594042	COG0258	419	1-349	349	1	most of COG profile + part of protein	112.0	4.23e-28	310	4-296	0.8329	0.9452	false	0.0000		keep
GCF_008000775.1|DSAG12_RS17760|WP_147664639.1	WP_147664639.1	DSAG12_RS17760	GCF_008000775.1	Candidatus Prometheoarchaeum syntrophicum	2594042	COG0258	419	1-349	349	1	most of COG profile + part of protein	112.0	5.72e-28	310	3-295	0.8329	0.9452	false	0.0000		keep
GCF_000024465.1|SAR116_RS06465|WP_148212385.1	WP_148212385.1	SAR116_RS06465	GCF_000024465.1	Candidatus Puniceispirillum marinum IMCC1322	488538	COG0258	975	1-323	323	1	most of COG profile + part of protein	263.0	1.87e-80	310	5-304	0.3313	0.9677	false	0.0000		keep
GCF_001318295.1|AMD24_RS00795|WP_148565159.1	WP_148565159.1	AMD24_RS00795	GCF_001318295.1	Candidatus Xiphinematobacter sp. Idaho Grape	1704307	COG0258	310	1-310	310	0	most of protein + most of COG profile	197.0	3.33e-61	310	12-307	1.0000	0.9548	false	0.0000		keep
GCF_000258425.1|FFONT_RS01785|WP_148683509.1	WP_148683509.1	FFONT_RS01785	GCF_000258425.1	Fervidicoccus fontis Kam940	1163730	COG0258	347	1-347	347	0	most of protein + most of COG profile	157.0	1.86e-45	310	1-304	1.0000	0.9806	false	0.0000		keep
GCF_960610765.1|Q5948_RS02245|WP_148972126.1	WP_148972126.1	Q5948_RS02245	GCF_960610765.1	Candidatus Nesciobacter abundans	2601668	COG0258	276	1-276	276	0	most of protein + most of COG profile	201.0	5.36e-63	310	13-292	1.0000	0.9032	false	0.0000		keep
GCF_009617975.1|LC1Nh_RS04845|WP_153550582.1	WP_153550582.1	LC1Nh_RS04845	GCF_009617975.1	Candidatus Nanohalobium constans	2565781	COG0258	340	1-340	340	0	most of protein + most of COG profile	147.0	1.87e-41	310	1-309	1.0000	0.9968	false	0.0000		keep
GCF_008838325.1|Tbon_RS12000|WP_158067921.1	WP_158067921.1	Tbon_RS12000	GCF_008838325.1	Tepidiforma bonchosmolovskayae	2601677	COG0258	339	1-225	225	3	partial protein + partial COG profile	92.4	4.04e-21	310	13-207	0.6637	0.6290	false	0.0000	membership_class_3	review
GCF_009936215.1|ATHSA_RS09035|WP_161848767.1	WP_161848767.1	ATHSA_RS09035	GCF_009936215.1	Athalassotoga saccharophila	1441386	COG0258	876	1-293	293	1	most of COG profile + part of protein	221.0	1.45e-65	310	12-298	0.3345	0.9258	false	0.0000		keep
GCF_010092425.1|GT972_RS10750|WP_162078597.1	WP_162078597.1	GT972_RS10750	GCF_010092425.1	Sinimarinibacterium sp. NLF-5-8	2698684	COG0258	916	1-301	301	1	most of COG profile + part of protein	286.0	8.92e-90	310	5-307	0.3286	0.9774	false	0.0000		keep
GCF_010093065.1|GWR21_RS19195|WP_162333309.1	WP_162333309.1	GWR21_RS19195	GCF_010093065.1	Chitinophaga agri	2703787	COG0258	940	1-319	319	1	most of COG profile + part of protein	246.0	2.06e-74	310	11-297	0.3394	0.9258	false	0.0000		keep
GCF_003344865.1|DVS28_RS27390|WP_164711190.1	WP_164711190.1	DVS28_RS27390	GCF_003344865.1	Euzebya pacifica	1608957	COG0258	313	1-313	313	0	most of protein + most of COG profile	154.0	2.43e-44	310	14-290	1.0000	0.8935	false	0.0000		keep
GCF_000196115.1|RB_RS26635|WP_164922564.1	WP_164922564.1	RB_RS26635	GCF_000196115.1	Rhodopirellula baltica SH 1	243090	COG0258	1071	162-465	304	1	most of COG profile + part of protein	231.0	1.29e-68	310	11-305	0.2838	0.9516	false	0.0000		keep
GCF_026409565.1|OIR97_RS18010|WP_169543584.1	WP_169543584.1	OIR97_RS18010	GCF_026409565.1	Sneathiella aquimaris	2599305	COG0258	958	1-323	323	1	most of COG profile + part of protein	253.0	3.36e-77	310	8-300	0.3372	0.9452	false	0.0000		keep
GCF_009002475.1|UABAM_RS09520|WP_173013227.1	WP_173013227.1	UABAM_RS09520	GCF_009002475.1	Candidatus Uabimicrobium amorphum	2596890	COG0258	887	1-290	290	1	most of COG profile + part of protein	243.0	1.29e-73	310	6-298	0.3269	0.9452	false	0.0000		keep
GCF_013340765.1|NAS2_RS01310|WP_174447973.1	WP_174447973.1	NAS2_RS01310	GCF_013340765.1	Conexivisphaera calida	1874277	COG0258	342	1-342	342	0	most of protein + most of COG profile	172.0	2.42e-51	310	1-309	1.0000	0.9968	false	0.0000		keep
GCF_013376475.1|GD604_RS17130|WP_176632606.1	WP_176632606.1	GD604_RS17130	GCF_013376475.1	Desulfolutivibrio sulfoxidireducens	2773299	COG0258	891	1-310	310	1	most of COG profile + part of protein	215.0	1.65e-63	310	12-305	0.3479	0.9484	false	0.0000		keep
GCF_008838325.1|Tbon_RS11145|WP_192497937.1	WP_192497937.1	Tbon_RS11145	GCF_008838325.1	Tepidiforma bonchosmolovskayae	2601677	COG0258	910	1-310	310	1	most of COG profile + part of protein	250.0	2.45e-76	310	10-301	0.3407	0.9419	false	0.0000		keep
GCF_015240255.1|ICL80_RS01025|WP_194214289.1	WP_194214289.1	ICL80_RS01025	GCF_015240255.1	Kordiimonas pumila	2161677	COG0258	927	1-310	310	1	most of COG profile + part of protein	253.0	4.73e-77	310	4-294	0.3344	0.9387	false	0.0000		keep
GCF_015500095.1|G4Y79_RS18990|WP_195169826.1	WP_195169826.1	G4Y79_RS18990	GCF_015500095.1	Phototrophicus methaneseepsis	2710758	COG0258	913	1-299	299	1	most of COG profile + part of protein	257.0	7.53e-79	310	7-302	0.3275	0.9548	false	0.0000		keep
GCF_001278055.1|DSOUD_RS06955|WP_198300379.1	WP_198300379.1	DSOUD_RS06955	GCF_001278055.1	Desulfuromonas soudanensis	1603606	COG0258	486	1-299	299	1	most of COG profile + part of protein	249.0	1.71e-79	310	5-293	0.6152	0.9323	false	0.0000		keep
GCF_016592575.1|TTHT_RS07510|WP_201327355.1	WP_201327355.1	TTHT_RS07510	GCF_016592575.1	Thermotomaculum hydrothermale	981385	COG0258	883	1-287	287	1	most of COG profile + part of protein	252.0	6.22e-77	310	10-298	0.3250	0.9323	false	0.0000		keep
GCF_016592595.1|CVPH_RS08635|WP_201341331.1	WP_201341331.1	CVPH_RS08635	GCF_016592595.1	Abyssogena phaseoliformis symbiont OG214	1235283	COG0258	909	1-300	300	1	most of COG profile + part of protein	241.0	1.18e-72	310	12-300	0.3300	0.9323	false	0.0000		keep
GCF_000807275.1|FPB0191_RS00005|WP_202965350.1	WP_202965350.1	FPB0191_RS00005	GCF_000807275.1	Frischella perrara	1267021	COG0258	923	1-311	311	1	most of COG profile + part of protein	279.0	8.66e-87	310	7-301	0.3369	0.9516	false	0.0000		keep
GCF_016806735.1|Micr_RS01375|WP_203134877.1	WP_203134877.1	Micr_RS01375	GCF_016806735.1	Candidatus Micrarchaeum sp.	2282148	COG0258	349	1-349	349	0	most of protein + most of COG profile	140.0	4.73e-39	310	1-309	1.0000	0.9968	false	0.0000		keep
GCF_015775515.1|RT761_RS12265|WP_218111708.1	WP_218111708.1	RT761_RS12265	GCF_015775515.1	Atribacter laminatus	2847778	COG0258	305	1-305	305	0	most of protein + most of COG profile	218.0	2.08e-69	310	6-303	1.0000	0.9613	false	0.0000		keep
GCF_000317045.1|GEI7407_RS00755|WP_223294460.1	WP_223294460.1	GEI7407_RS00755	GCF_000317045.1	Geitlerinema sp. PCC 7407	1173025	COG0258	974	1-338	338	1	most of COG profile + part of protein	244.0	1.7e-73	310	3-300	0.3470	0.9613	false	0.0000		keep
GCF_000698785.1|NVIE_RS01405|WP_227717427.1	WP_227717427.1	NVIE_RS01405	GCF_000698785.1	Nitrososphaera viennensis EN76	926571	COG0258	346	1-346	346	0	most of protein + most of COG profile	131.0	2.29e-35	310	3-309	1.0000	0.9903	false	0.0000		keep
GCF_020885915.1|LPC15_RS01930|WP_229235026.1	WP_229235026.1	LPC15_RS01930	GCF_020885915.1	Candidatus Methanoliparum sp. LAM-1	2874846	COG0258	338	1-338	338	0	most of protein + most of COG profile	154.0	4.38e-44	310	1-309	1.0000	0.9968	false	0.0000		keep
GCF_005144635.2|E8A73_RS38285|WP_235880450.1	WP_235880450.1	E8A73_RS38285	GCF_005144635.2	Polyangium aurulentum	2567896	COG0258	754	458-754	297	1	most of COG profile + part of protein	149.0	5.17e-40	310	11-262	0.3939	0.8129	false	0.0000		keep
GCF_000008265.1|PTO_RS01180|WP_237698761.1	WP_237698761.1	PTO_RS01180	GCF_000008265.1	Picrophilus oshimae DSM 9789	1122961	COG0258	342	1-342	342	0	most of protein + most of COG profile	166.0	1.32e-48	310	1-309	1.0000	0.9968	false	0.0000		keep
GCF_022026155.1|LGS26_RS06430|WP_237888061.1	WP_237888061.1	LGS26_RS06430	GCF_022026155.1	Dissulfurimicrobium hydrothermale	1750598	COG0258	912	1-309	309	1	most of COG profile + part of protein	258.0	4.54e-79	310	8-300	0.3388	0.9452	false	0.0000		keep
GCF_000015025.1|ACEL_RS06200|WP_238378013.1	WP_238378013.1	ACEL_RS06200	GCF_000015025.1	Acidothermus cellulolyticus 11B	351607	COG0258	349	1-349	349	0	most of protein + most of COG profile	165.0	2.02e-48	310	1-307	1.0000	0.9903	false	0.0000		keep
GCF_020149915.1|LA303_RS01015|WP_240526083.1	WP_240526083.1	LA303_RS01015	GCF_020149915.1	Candidatus Sulfidibacterium hydrothermale	2875962	COG0258	919	1-311	311	1	most of COG profile + part of protein	263.0	9.39e-81	310	7-297	0.3384	0.9387	false	0.0000		keep
GCF_022558445.1|HUE98_RS05510|WP_241422858.1	WP_241422858.1	HUE98_RS05510	GCF_022558445.1	Candidatus Contubernalis alkalaceticus	338645	COG0258	906	1-303	303	1	most of COG profile + part of protein	257.0	7.17e-79	310	7-307	0.3344	0.9710	false	0.0000		keep
GCF_023169545.1|MJ2HA_RS03410|WP_258393144.1	WP_258393144.1	MJ2HA_RS03410	GCF_023169545.1	Nanobdella aerobiophila	2586965	COG0258	348	1-348	348	0	most of protein + most of COG profile	144.0	2.05e-40	310	1-309	1.0000	0.9968	false	0.0000		keep
GCF_024172705.1|MMH89_RS04695|WP_258568295.1	WP_258568295.1	MMH89_RS04695	GCF_024172705.1	Candidatus Comchoanobacter bicostacola	2919598	COG0258	836	1-276	276	1	most of COG profile + part of protein	256.0	1.1e-78	310	7-306	0.3301	0.9677	false	0.0000		keep
